Iteration	Y	var_1	var_2
1.0	5.1548974895686275	-0.059695141814525954	0.6620681153404671
2.0	3.7419049830015414	0.6849487345219731	0.6528010581154107
3.0	7.673290155166767	0.8250704434995786	-0.9118604603991927
4.0	5.856864739593367	0.9589005998177293	0.996325351846328
5.0	1.858759501229689	-0.44406264997577694	0.45905810207285813
6.0	1.7878642698885607	-0.4348680379812913	0.4502898363208726
7.0	2.497319239684351	-0.45496536396262455	0.29769463611579017
8.0	3.005821253434306	-0.3122955498048082	0.3988098441546203
9.0	4.383083586120424	-0.6667479997096487	0.4969868072700803
10.0	1.601205236688661	-0.45126638568027894	0.40358782415932215
11.0	8.309382916295995	-1.0	-1.0
12.0	6.015192753064211	0.763272074919829	0.18485739322769332
13.0	4.853388756987048	-0.09616151309897131	-0.5276487273237909
14.0	7.529329641139992	-1.0	-0.08395155031296737
15.0	5.02798216254243	0.4029814263013719	0.9374878219001742
16.0	6.138378981870654	-1.0	1.0
17.0	6.09203632920622	-0.04185049119137556	-1.0
18.0	1.755626885961751	0.11188919634543587	-0.07782956654384508
19.0	3.3946631085450654	0.2269463954452636	-0.1611674971623257
20.0	0.8148132259467625	-0.006557830133057068	-0.025331649103986425
21.0	2.0989960365022515	-0.07789168033222155	-0.1061015026112431
22.0	1.3299645469326171	0.029299165173387407	0.07107622494338935
23.0	0.8611292716758264	-0.06852634707861763	0.03253889496284122
24.0	5.460827579386628	-0.3627520899647186	1.0
25.0	0.6487666577452628	-0.023599688164088722	0.008854242891453283
26.0	7.726011291153756	1.0	-0.3072745606588093
27.0	2.4830076598431217	0.374457430429856	0.4475857338514923
28.0	1.0672367247021348	0.3389287700513258	0.17075100794571127
29.0	1.9643755932790259	0.2652126777322565	0.26043166664382567
30.0	1.6911209388813084	0.28180301101025435	0.06346649450723574
31.0	2.245300384611083	0.44013299145594154	0.25190129880333434
32.0	6.298359785949171	-0.5397964072523294	-0.5092264834606673
33.0	6.8600767459202725	1.0	0.5415857131531138
34.0	5.728305635379319	0.3296954766913136	-0.6454336795001308
35.0	3.6972537235503666	0.43392108215462466	0.06737474730865016
36.0	3.8277823469676635	-0.3537588333005739	-0.04670720293223389
37.0	6.740079720181218	-0.4661758459749829	-1.0
38.0	3.3579793099034165	0.4361884236165018	0.6463955551257254
39.0	2.011184136328408	0.03502839844349338	0.11696064060051371
40.0	5.919252731748136	0.040185313961825155	1.0
41.0	7.023375212812956	-1.0	0.4229280237174315
42.0	6.550188701342849	0.36894422727626575	-1.0
43.0	8.016502669793327	-1.0	-0.5236760998803665
44.0	2.7785359975979675	0.5627821534827882	0.4637350545417846
45.0	0.27540349342711434	0.2550925701177114	0.14876210756791655
46.0	1.9625412280818282	0.07528297654259683	0.12630517943301053
47.0	1.8575631830828647	0.06679762209822827	0.11152129957324768
48.0	0.5177836685942798	0.22959180975921553	0.1419143977823565
49.0	1.8276695161216134	-0.6397470826395949	0.8394675265973255
50.0	2.2759874304626506	-0.6682314657135779	1.0
51.0	3.576203631642066	-0.48471631265403103	0.7334655996605621
52.0	0.29196109153203176	0.264032768698428	0.15419468551286464
53.0	4.5073796302762625	-0.787545597435077	0.8028862183791143
54.0	6.014492263464287	0.5531041077669636	-0.36970520376834715
55.0	4.142194254872926	0.10246155135335425	-0.3500133419412659
56.0	1.7027419469917922	0.6615151016412018	1.0
57.0	0.19648825830814123	0.2665910138323424	0.15428183423323205
58.0	0.12959457254363788	0.6552936207823399	0.8674787179417185
59.0	2.1176710700448504	0.6990249668970849	0.8732863682693037
60.0	2.295996119922456	0.5941443160790808	0.8613612814218281
61.0	0.32979628268895694	0.2448483952912024	0.14519330982935796
62.0	0.34773951713188067	0.245231058086819	0.14384298382906252
63.0	0.35224948951868407	0.24561654494512158	0.14316012164178404
64.0	0.33363087631599503	0.2460128424187335	0.14288448307807405
65.0	0.3046482073827788	0.24635262754806606	0.14281107534225573
66.0	0.6812774034232916	0.645032706420733	0.8984769557062442
67.0	1.5102450746830955	-0.20468023935753163	0.15616548918820347
68.0	3.4450639258812097	-0.10648357301950503	0.285740231017933
69.0	0.4127240215048365	0.6515547240521102	0.8369304496975368
70.0	5.409364311784642	-0.6318261288359622	0.10017640287863001
71.0	4.486413991058019	0.20454938585734628	0.5456230522302886
72.0	1.5760890995972154	-0.3279827551223204	0.16141959715656404
73.0	1.425519065959891	-0.20283462317383633	0.037766174566317263
74.0	4.268694268360932	-0.24811289159475156	-0.28530740304775515
75.0	7.450783486427944	1.0	0.05384327142836125
76.0	8.160145835392965	1.0	-0.6445554010629123
77.0	0.32059631276784056	0.24486097994114225	0.14156453826181697
78.0	0.3568606617531429	0.24490939968618225	0.1413919628364519
79.0	3.7004630725015337	-0.5605442743462232	0.9241110336459039
80.0	6.117602485971806	-0.6267012378429617	-0.21010523344674345
81.0	5.70057690617632	-0.2723227260612495	-0.7289798633745332
82.0	0.4982144081724388	0.14970818747092773	0.02643085372638429
83.0	4.420949329121968	-0.3056386366513992	0.6165505160584154
84.0	7.2159044957847716	-0.7082094737586848	-0.7798364344035781
85.0	0.5038114075233682	0.08857305367259134	0.005484259459716709
86.0	2.658415060990265	-0.6344261898893713	0.7009187079964951
87.0	6.062925746514845	0.6438002499257445	-0.10072247326664882
88.0	5.398325320526193	0.06912293464319297	-0.7194999985458759
89.0	1.788898397441809	-0.28992555142183807	0.2502901968754612
90.0	0.3478527890238902	0.23037595739521402	0.12400308601389483
91.0	0.3544785932452649	0.23012116415125308	0.12353044967574478
92.0	5.310184304421426	0.21499338412001467	0.7795259948618112
93.0	6.744681924848559	0.608627273380527	-0.6642691065347658
94.0	0.3419065006190354	0.18209829593934973	0.07616250671654405
95.0	4.015857447585066	0.08011209674971637	0.36760449140224266
96.0	4.944068470519653	0.30568059838616696	-0.3695911669769923
97.0	0.2859929129411245	0.2258001997472074	0.11928179327209157
98.0	4.092508525515532	0.5829681446025714	0.31324880360392665
99.0	0.3049686260975598	0.22629028724920258	0.11927550663708433
100.0	3.538616199175645	-0.7842910235721859	1.0
101.0	1.4857954864940648	-0.13362681222209447	-0.02695891969158872
102.0	4.63300538685603	-0.6283459015467936	0.31780179966131694
103.0	6.6159962199051865	-1.0	0.6959241893964684
104.0	0.3493861731752706	0.2261092240108427	0.11907398495461816
105.0	0.3222665651641206	0.2262162459885933	0.11918785215058611
