n, x0, x1, s, d, y, c, rx0, rx1, truey at xrecc, taq, tev, trc, realtime, condition, aqauxdata
1, -0.22819387187287443, 0.4937442389989686, 0.0, [nan], 3.51730994847354, 1.0, -0.22819387187287443, 0.4937442389989686, 3.51730994847354,0.000264000000000042, 0.00044200000000005346, 9.299999999989872e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
2, -0.14742418471869745, -0.5530355236466469, 0.0, [nan], 3.19388104890914, 1.0, -0.14742418471869745, -0.5530355236466469, 3.19388104890914,0.000164000000000053, 0.0002369999999998207, 8.099999999999774e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
3, -0.37757897853579925, -0.39314808391454314, 0.0, [nan], 2.271082621919586, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00017700000000009375, 0.00022400000000000198, 4.500000000007276e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
4, 0.8788096381180703, 0.8421938445852113, 0.0, [nan], 4.299172104452369, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00013700000000005375, 0.0002510000000000012, 5.699999999997374e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
5, -0.06717244112482579, 0.8189718946348181, 0.0, [nan], 3.7078992261751096, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00012300000000009526, 0.00018699999999993722, 4.399999999993298e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
6, -0.7526046144060297, 0.7226858933678852, 0.0, [nan], 3.8410491391437045, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00015300000000006975, 0.00022699999999997722, 4.4000000000155026e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
7, -0.6220577047552123, -0.06733038818759418, 0.0, [nan], 3.4933003017626234, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00012199999999995548, 0.00018600000000001948, 4.300000000001525e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
8, -0.5541100234885001, 0.8096022854927789, 0.0, [nan], 3.552766400961003, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00012199999999995548, 0.00018700000000015926, 4.399999999993298e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
9, -0.145964372940945, -0.959212104218599, 0.0, [nan], 3.6206818180458265, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.0001209999999998157, 0.00019200000000019202, 4.399999999993298e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
10, -0.858543928712928, -0.8925029267682973, 0.0, [nan], 4.359175638450091, 1.0, -0.37757897853579925, -0.39314808391454314, 2.271082621919586,0.00012199999999995548, 0.00018600000000001948, 4.300000000001525e-05, 20:07:36  13-06-20,0.0,host broman-Aspire-V5-591G
11, -0.377572928092891, -0.38917973839231074, 0.0, [nan], 2.260414183624001, 1.0, -0.3775611174621689, -0.3900057763070316, 2.261390632300129,32.965422, 0.00035199999999946385, 0.10755000000000337, 20:08:04  13-06-20,0.0,AQvalue [0.34],HYPstats {'mean': array([0.56  0.09  0.03])  'std': array([0.13  0.26  0.06])  'min': array([0.36  0.00  0.00])  'max': array([0.93  1.25  0.32])},HYPdraws [array([0.93  0.00  0.01])  array([0.58  0.00  0.08  ])  array([0.70  0.03     0.00])  array([0.43  0.00  0.00])  array([0.49  0.00  0.00])  array([0.36  0.01  0.11])  array([0.54  0.00  0.00 ])  array([0.52  0.00  0.32])  array([0.64  1.25  0.03])  array([0.48  0.00  0.10])  array([0.50  0.00  0.04])  array([0.58  0.01  0.00])  array([0.64  0.04  0.00])  array([0.61  0.00  0.00])  array([0.49  0.02  0.10])  array([0.53  0.00  0.00])  array([0.48  0.10  0.00])  array([0.49  0.12  0.00])  array([0.63  0.00  0.00])  array([0.57  0.01  0.00 ])  array([0.38  0.77  0.01])  array([0.46   0.00   0.01])  array([0.82  0.00  0.03])  array([0.41  0.18  0.01])  array([0.39  0.02   0.01])  array([0.57  0.00  0.00])  array([0.66  0.00  0.08])  array([0.84  0.00  0.00])],mindraws [[-0.37 -0.39]; [-0.37   -0.39]; [-0.16 -0.14]; [-0.32 -0.39]; [-0.37 -0.39]; [-0.35  0.31]; [-0.19 -0.66]; [-0.37 -0.39]; [ 1.          0.23]; [ 1.          0.22]; [-0.34  0.09 ]; [ 0.51 -0.29]; [ 1.          0.14]; [-0.01   0.73]; [-0.37 -0.39]; [-0.37 -0.39]; [ 0.05  0.95]; [-0.38   -0.39]; [-1.          0.02 ]; [ 0.96  0.66]; [-0.12 -0.52]; [ 0.02 -0.48]; [-0.22 -0.64]; [-0.37   -0.39]; [-0.15 -0.56]; [-0.37 -0.39]; [-0.37 -0.39]; [-0.37 -0.39]; [-0.24 -0.41]; [-0.37 -0.39]; [-0.23 -0.56 ]; [-0.14 -0.16]; [-0.38 -0.39]; [ 0.66  0.39]; [-0.29 -0.44]; [-0.23 -0.36]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.34],kindex 9,PIatX [0.26],host broman-Aspire-V5-591G
12, -0.37355020462796323, -0.39073761064427964, 0.0, [nan], 2.315638830507024, 1.0, -0.3767543989991682, -0.39046254918987056, 2.271808111370863,31.245663999999998, 0.0004409999999950287, 0.10453300000000354, 20:08:30  13-06-20,0.0,AQvalue [0.31],HYPstats {'mean': array([0.58  0.02  0.18])  'std': array([0.11  0.03  0.15])  'min': array([0.38  0.00  0.00])  'max': array([0.89  0.15  0.63])},HYPdraws [array([0.89  0.00  0.23])  array([0.60  0.06  0.40])  array([0.65  0.00  0.23])  array([0.72  0.00  0.02])  array([0.61   0.08  0.63])  array([0.54  0.00  0.14])  array([0.51  0.00   0.11])  array([0.44  0.15  0.15])  array([0.54  0.00  0.07 ])  array([0.58  0.00  0.11])  array([0.72  0.00  0.26])  array([0.46  0.00  0.00])  array([0.42  0.00  0.10])  array([0.53  0.03   0.09])  array([0.64  0.00  0.39])  array([0.60  0.02  0.01])  array([0.51  0.00   0.17])  array([0.45  0.03  0.16])  array([0.55  0.01  0.21])  array([0.38  0.04  0.05])  array([0.57  0.04  0.12])  array([0.59  0.00   0.31])  array([0.48  0.00   0.18])  array([0.55  0.04  0.00])  array([0.64  0.00  0.00])  array([0.79  0.06  0.50])  array([0.60   0.00  0.23])  array([0.60   0.00  0.04])],mindraws [[-0.38 -0.11]; [-0.42 -0.13]; [ 0.92 -0.86]; [-0.48  0.05 ]; [ 0.92 -0.84]; [-0.43  0.11]; [ 0.97 -0.87]; [-0.82  0.02]; [ 0.87 -0.82 ]; [-0.38 -0.40]; [-0.38 -0.11]; [ 0.58 -0.41]; [-0.72   0.30]; [-0.85  0.81]; [ 0.59  0.77]; [-0.37 -0.38]; [-0.32 -0.10]; [ 0.96  0.82]; [-0.37 -0.38]; [-0.38 -0.38]; [ 0.16  0.43]; [-0.38 -0.39]; [-0.33 -0.25]; [-0.38 -0.38]; [-0.37 -0.38]; [-0.99  0.34]; [-0.37 -0.39]; [-0.63  0.06]; [-0.15 -0.50 ]; [ 0.43  0.53]; [-0.88  0.45]; [-0.38 -0.40]; [-0.33 -0.25]; [ 0.62 -0.34]; [-0.18 -0.22]; [-0.37 -0.39]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.31],kindex 9,PIatX [0.26],host broman-Aspire-V5-591G
13, -0.3884020761424051, -0.3741373037689035, 0.0, [nan], 2.304943475881283, 1.0, -0.3781933430531609, -0.3872542059503138, 2.254292620280106,29.998329, 0.00040500000000065484, 0.10338299999999379, 20:08:56  13-06-20,0.0,AQvalue [0.35],HYPstats {'mean': array([0.59  0.08   0.11])  'std': array([0.14   0.22  0.10])  'min': array([0.38  0.00  0.00 ])  'max': array([1.08  1.25  0.45])},HYPdraws [array([0.46  0.09  0.13])  array([0.50  0.10  0.11])  array([0.69  0.01  0.05])  array([0.70  0.00  0.16])  array([0.38  0.01  0.02 ])  array([0.46  0.02  0.33])  array([0.53  0.05  0.04 ])  array([0.61  0.11  0.07])  array([0.70  0.01  0.15 ])  array([0.56  0.01   0.01])  array([0.67  0.01  0.37])  array([0.74  0.03  0.09])  array([0.40  0.03   0.06])  array([0.51  0.01   0.04])  array([0.45  0.04  0.12 ])  array([0.45  0.01  0.07])  array([0.79  0.02   0.06])  array([0.59  0.00  0.09])  array([0.51  0.05  0.07 ])  array([0.43  0.01  0.09])  array([0.49  0.07  0.08])  array([0.64  0.02  0.07])  array([1.08  0.05  0.45])  array([0.64  0.15  0.00])  array([0.67  0.15  0.09])  array([0.52  0.04  0.08])  array([0.50  0.02   0.08])  array([0.74  1.25  0.00 ])],mindraws [[-0.40 -0.40 ]; [ 0.94 -0.11]; [-0.43 -0.38]; [-0.06 -0.17 ]; [-0.93  0.67]; [-0.38 -0.40]; [-0.36 -0.36]; [ 0.01 -0.39]; [-0.38 -0.37]; [-0.27  -0.38]; [-0.38 -0.37]; [-0.01 -0.94]; [ 0.08 -0.42]; [-0.34 -0.55]; [-0.13 -0.63]; [ 0.25  -0.82]; [-0.41 -0.37]; [-0.32 -0.97]; [-0.10 -0.46]; [-0.01 -0.40]; [-0.01 -0.42]; [-0.12 -0.37]; [-0.40 -0.40]; [ 0.41 -0.11]; [-0.23 -0.34]; [-0.20 -0.41]; [-0.38 -0.40]; [ 0.11 -0.52]; [-0.90 -0.26]; [ 0.21  0.41]; [ 0.18 -0.31]; [ 0.23 -0.37]; [-0.12 -0.59]; [ 0.40  0.97]; [-0.11 -0.50]; [-0.47  0.32]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.35],kindex 9,PIatX [0.31],host broman-Aspire-V5-591G
14, -0.3809551962244534, -0.3262381335727335, 0.0, [nan], 3.12996802870992, 1.0, -0.39187556677178864, -0.3895946993955574, 2.1992407260407423,29.047124999999994, 0.0003719999999987067, 0.10440200000000743, 20:09:20  13-06-20,0.0,AQvalue [0.25],HYPstats {'mean': array([0.62  0.04  0.12])  'std': array([0.13  0.03   0.11])  'min': array([0.37  0.00  0.01])  'max': array([1.06  0.16  0.52])},HYPdraws [array([0.67  0.03  0.03])  array([0.43   0.06  0.02])  array([0.37  0.02  0.05])  array([0.41  0.01  0.08])  array([0.57  0.02  0.34 ])  array([0.44  0.04  0.08])  array([0.44  0.03  0.02])  array([0.61    0.04   0.08])  array([1.06  0.16  0.01])  array([0.68   0.05  0.08])  array([0.73  0.03  0.08])  array([0.54  0.02   0.25])  array([0.56  0.01  0.13])  array([0.56   0.00  0.02])  array([0.65  0.05  0.05])  array([0.65  0.01  0.02])  array([0.67  0.03  0.03])  array([0.52  0.10  0.04])  array([0.74  0.01   0.01 ])  array([0.58  0.01  0.10 ])  array([0.52  0.01  0.18])  array([0.66  0.02  0.23])  array([0.74  0.01  0.14   ])  array([0.81  0.04  0.52])  array([0.61   0.03  0.23])  array([0.68  0.05  0.12])  array([0.68  0.05  0.04])  array([0.70  0.01  0.29 ])],mindraws [[-0.36 -0.23]; [ 1.         -0.25 ]; [ 0.61  1.        ]; [-0.31 -0.72]; [ 0.06  0.77]; [ 0.03  0.89]; [-0.27  0.19]; [-0.14  0.41]; [-0.09 -0.52]; [-0.12  0.29]; [-1.         -0.37]; [-0.27  -1.        ]; [-0.46 -0.18]; [-1.          0.62]; [-0.21 -0.26]; [ 0.52 -0.29]; [-0.36  -0.55]; [ 1.         -0.49]; [-0.11 -0.78]; [-0.82 -0.15]; [ 0.49 -0.10]; [ 1.         -0.70]; [-0.36 -0.97]; [ 1.         -0.03]; [ 0.23  1.        ]; [ 1.         -0.49]; [ 0.79 -0.73]; [-0.38 -0.33]; [-0.18 -0.38]; [ 0.24  0.37]; [-0.40  -0.36]; [-0.97 -1.        ]; [-0.23 -0.41]; [-0.46 -0.77]; [ 0.76 -1.        ]; [ 0.49 -0.63]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.25],kindex 9,PIatX [0.24],host broman-Aspire-V5-591G
15, -0.43277028727648464, -0.3922942721674693, 0.0, [nan], 2.8806038078470566, 1.0, -0.3850041527835418, -0.38802097620213516, 2.2006261689063567,28.670302000000007, 0.0004089999999905558, 0.10331200000001672, 20:09:44  13-06-20,0.0,AQvalue [0.32],HYPstats {'mean': array([0.62   0.06  0.05])  'std': array([0.10  0.03  0.02])  'min': array([0.46  0.00  0.00])  'max': array([0.86  0.11  0.08])},HYPdraws [array([0.55  0.08   0.04])  array([0.64  0.11  0.06  ])  array([0.49  0.06  0.02])  array([0.74  0.10  0.03])  array([0.54  0.02  0.06])  array([0.53  0.08    0.04])  array([0.65  0.06  0.03])  array([0.49   0.06  0.02])  array([0.76  0.01  0.02])  array([0.53  0.06  0.01])  array([0.67  0.04  0.06])  array([0.46  0.02   0.03])  array([0.73  0.07  0.07 ])  array([0.58  0.02  0.08])  array([0.61  0.09  0.05 ])  array([0.62  0.04  0.06])  array([0.58  0.08  0.08 ])  array([0.86  0.06  0.07])  array([0.58  0.00  0.00])  array([0.77  0.08  0.02])  array([0.71  0.05    0.06])  array([0.73  0.07  0.07])  array([0.62  0.05  0.08])  array([0.56  0.03  0.03])  array([0.47   0.11  0.04])  array([0.64  0.01  0.07])  array([0.70    0.03  0.06])  array([0.46  0.11  0.06])],mindraws [[ 0.16 -0.78]; [-0.55 -0.14]; [ 0.55  0.01]; [-0.32  -0.52]; [ 0.20  0.45]; [-0.53 -0.52]; [ 0.70  0.85]; [ 0.70 -0.02]; [ 0.94 -0.88]; [-0.52  0.72]; [-0.41 -0.92 ]; [ 0.77  0.43]; [ 0.40 -0.83]; [-0.44 -0.41]; [-0.25  -0.28]; [-0.49 -0.39]; [ 0.26  0.43]; [-0.39 -0.52]; [-0.69 -0.90]; [-0.42 -0.41]; [-0.39 -0.53 ]; [-0.46 -0.40]; [ 0.75 -0.59]; [ 0.19  -0.67]; [-0.41 -0.39 ]; [ 0.07 -0.98 ]; [-0.92 -0.99]; [-0.43 -0.38]; [-0.89  0.97]; [ 0.12  0.26]; [ 0.25 -0.53]; [-0.25 -0.99]; [-0.54 -0.81]; [-0.43 -0.38]; [-0.29 -0.74]; [-0.14  0.28]],DIRECTmessage b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL',PESmin [-0.32],kindex 9,PIatX [0.31],host broman-Aspire-V5-591G
16, -0.19236851025470245, 0.032041111368131016, 0.0, [nan], 1.9315406933160235, 1.0, -0.19236842300407778, 0.032041275459668894, 1.9315475519908256,29.386189, 0.0003829999999993561, 0.10684200000000033, 20:10:09  13-06-20,0.0,AQvalue [0.13],HYPstats {'mean': array([0.60  0.03  0.07])  'std': array([0.14  0.01  0.05])  'min': array([0.39  0.00  0.01])  'max': array([0.95  0.06   0.33])},HYPdraws [array([0.50  0.05  0.03])  array([0.54  0.04  0.06])  array([0.49  0.05  0.06])  array([0.54  0.03  0.03])  array([0.48  0.03  0.06])  array([0.81  0.01  0.09])  array([0.95  0.03  0.04])  array([0.63   0.06  0.03])  array([0.94  0.00  0.33])  array([0.75  0.00  0.07])  array([0.45  0.02  0.01])  array([0.59  0.05  0.07])  array([0.54  0.03  0.03])  array([0.57  0.04  0.07])  array([0.56  0.03  0.05])  array([0.45  0.05   0.08])  array([0.49  0.03  0.05])  array([0.51  0.05  0.07])  array([0.58  0.02  0.07])  array([0.60  0.04  0.05])  array([0.68  0.06   0.09])  array([0.39  0.04  0.04])  array([0.52  0.03  0.03])  array([0.59  0.03  0.05])  array([0.95  0.03  0.08])  array([0.64   0.03  0.07])  array([0.51  0.03  0.05])  array([0.60  0.01  0.09])],mindraws [[-0.20 -0.65]; [ 0.31  0.26]; [-0.26  -0.42]; [-0.35 -1.        ]; [-0.21 -0.00]; [-0.20 -0.71]; [ 0.83  0.05]; [-0.13  -0.15]; [-0.64  0.53]; [ 0.97 -0.28]; [-0.02 -0.51]; [-0.24 -0.83]; [-0.20 -1.        ]; [-0.18 -0.53]; [-0.12 -0.68]; [-0.19  0.03]; [ 0.37  0.13]; [ 0.06   0.56]; [-0.19  0.03]; [-0.09 -0.71]; [ 0.82 -0.84]; [-0.34  1.        ]; [-0.40  0.70]; [-0.10 -0.15]; [-0.82 -0.05]; [-0.29  0.28]; [-0.14 -0.26]; [-0.36 -0.38]; [-0.24 -0.83]; [-0.39 -0.39]; [-0.09 -0.39]; [-0.09  -0.78]; [-0.19 -0.09 ]; [-0.56 -0.99]; [ 0.07  0.03]; [-0.40   1.        ]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.13],kindex 9,PIatX [0.05],host broman-Aspire-V5-591G
17, -0.20314830362317451, 0.032378636223059414, 0.0, [nan], 1.998383590829236, 1.0, -0.1929338628782401, 0.03203843843130277, 1.9300057229429886,29.27099899999999, 0.00042600000000447835, 0.10915299999999206, 20:10:33  13-06-20,0.0,AQvalue [0.29],HYPstats {'mean': array([0.72   0.03  0.05])  'std': array([0.19  0.02  0.02])  'min': array([0.47  0.00   0.00])  'max': array([1.40  0.07  0.12])},HYPdraws [array([0.77  0.00  0.03])  array([0.58  0.04  0.07])  array([0.48  0.05  0.04])  array([0.78  0.04  0.06])  array([0.62  0.03  0.03])  array([0.62  0.05  0.05 ])  array([0.65  0.00  0.08])  array([0.65   0.06  0.06])  array([0.96  0.00  0.08])  array([0.81  0.02  0.10 ])  array([0.54  0.04  0.01])  array([0.62  0.00  0.00])  array([0.56  0.06  0.05])  array([0.72  0.00  0.03])  array([0.47  0.03  0.06 ])  array([0.77  0.07  0.05])  array([0.60  0.03  0.05])  array([0.70  0.00   0.10])  array([0.61  0.04  0.03])  array([0.69  0.05  0.05])  array([0.81  0.00  0.04])  array([0.78  0.01  0.02 ])  array([0.55  0.04  0.04])  array([1.15  0.00   0.09])  array([1.40  0.06  0.12])  array([0.78  0.05  0.08])  array([0.80   0.03  0.05])  array([0.62  0.06  0.04])],mindraws [[-0.66  0.17]; [-0.19  0.02]; [-0.37 -0.56 ]; [-0.02 -0.00]; [ 0.64  0.41]; [ 0.66 -0.37 ]; [ 0.03 -0.73]; [-0.38 -0.27]; [ 0.52  0.38]; [ 0.43 -0.47]; [-0.37 -0.50]; [ 0.72 -0.58]; [-0.28  0.39]; [-0.97 -0.00]; [-0.41   0.02]; [ 0.36 -0.36]; [-0.39 -0.43]; [-0.19 -0.00]; [-0.62 -0.42 ]; [-0.18  0.02 ]; [-0.75  0.49]; [ 0.55 -0.94]; [-0.71 -0.13 ]; [ 0.90  0.21]; [-0.85  0.46]; [-0.40 -0.39]; [ 0.59 -0.50]; [ 0.25 -0.65]; [-0.45  0.31]; [ 0.97 -0.81]; [ 0.45  0.63 ]; [-0.61  0.81]; [-0.93  0.74]; [-0.20  0.03]; [-0.39 -0.41]; [ 0.95 -0.08]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.29],kindex 9,PIatX [0.30],host broman-Aspire-V5-591G
18, -0.18678519279843822, 0.00045637952898569344, 0.0, [nan], 0.8283687369062233, 1.0, -0.1858653671697767, -0.003137996936585746, 0.881716898356439,29.158709999999985, 0.00038000000000693035, 0.10812599999999861, 20:10:58  13-06-20,0.0,AQvalue [0.21],HYPstats {'mean': array([0.76  0.04  0.05 ])  'std': array([0.21  0.01  0.02])  'min': array([0.48    0.01  0.01])  'max': array([1.55  0.08  0.10 ])},HYPdraws [array([0.48    0.04  0.01])  array([0.72  0.01  0.08])  array([0.86  0.08  0.06])  array([0.52  0.03  0.05 ])  array([0.65  0.05  0.05])  array([0.71  0.03  0.05 ])  array([0.60  0.05  0.02])  array([0.72   0.04  0.06])  array([0.53  0.02  0.02])  array([0.51  0.03  0.05])  array([0.89   0.07  0.06])  array([1.05  0.03  0.01])  array([0.57  0.05   0.06])  array([0.79  0.02  0.04])  array([0.69  0.04   0.08])  array([1.55  0.08  0.09])  array([0.78  0.04  0.10 ])  array([0.82  0.03  0.09])  array([0.80    0.02  0.04])  array([0.56  0.04  0.05])  array([0.77  0.01  0.01])  array([0.98  0.05  0.06])  array([0.78  0.05  0.01])  array([0.49  0.05  0.02])  array([0.86  0.06  0.08])  array([0.67   0.04  0.07])  array([0.96  0.06  0.09])  array([0.84  0.05    0.04])],mindraws [[ 0.32  0.25]; [-0.56  0.61]; [ 0.89 -0.67]; [-0.16  0.05]; [ 0.84   0.17]; [ 0.12 -0.07]; [ 0.34  0.89]; [ 0.27  0.95]; [ 0.47 -0.78]; [-0.38  0.15]; [ 0.12 -0.07]; [ 0.06 -0.41]; [ 0.43 -0.49]; [ 0.25  0.84]; [-0.18    0.06]; [-0.41  0.68]; [ 0.46  0.17]; [ 0.89  0.25]; [ 0.47  0.61  ]; [ 0.80  0.99]; [ 0.25 -0.21]; [ 0.88 -0.28]; [ 0.72  0.53]; [ 0.16  0.49]; [ 0.08 -0.99]; [-0.37  0.26]; [-0.92  0.40]; [ 0.17  0.20]; [-0.18 -0.01]; [ 0.89 -0.67]; [ 0.29 -0.63]; [-0.25 -0.73]; [ 0.22 -0.15]; [-0.55 -0.81]; [ 0.88  0.54]; [-0.17  0.01 ]],DIRECTmessage b'CONVERGENCE: NORM_OF_PROJECTED_GRADIENT_<=_PGTOL',PESmin [-0.21],kindex 9,PIatX [0.26],host broman-Aspire-V5-591G
19, -0.18576182678715134, -0.03037237362587941, 0.0, [nan], 1.9173030053087754, 1.0, -0.18535355678345017, 0.0008558584477717463, 0.8809810703754399,29.436588, 0.00040100000001075387, 0.10748899999998685, 20:11:23  13-06-20,0.0,AQvalue [0.41],HYPstats {'mean': array([0.97  0.06  0.05])  'std': array([0.21  0.02  0.02])  'min': array([0.61  0.01  0.00])  'max': array([1.39  0.11  0.09])},HYPdraws [array([0.62   0.01  0.08])  array([0.92  0.04  0.04])  array([0.84  0.06  0.04])  array([0.99  0.05   0.04])  array([0.88   0.03  0.05])  array([1.03  0.04  0.02])  array([0.71  0.05  0.03])  array([0.75  0.06   0.03])  array([1.35  0.09  0.09])  array([0.76  0.06  0.05])  array([1.14  0.06  0.00])  array([1.39  0.08  0.06])  array([0.94  0.08  0.04])  array([0.98   0.05  0.05])  array([1.05  0.04  0.09])  array([1.22  0.06  0.07])  array([0.90  0.04  0.04])  array([0.80  0.06  0.02 ])  array([0.99  0.06  0.09])  array([0.90   0.06  0.06])  array([0.95  0.07  0.05])  array([0.88  0.07  0.02])  array([0.61  0.03  0.03  ])  array([1.36  0.07  0.09])  array([1.36  0.08  0.07])  array([1.01  0.11  0.08])  array([0.75   0.02    0.07])  array([1.20  0.04  0.09])],mindraws [[-3.91e-01  2.09e-01]; [ 2.80e-01 -2.29e-01]; [-2.15e-01 -3.82e-02]; [ 3.55e-01 -1.26e-01]; [ 4.59e-02  5.30e-01]; [ 4.08e-01  4.77e-01]; [-7.09e-01 -8.42e-01]; [-2.04e-01 -2.08e-02]; [ 9.77e-01  1.55e-01]; [-1.64e-01 -3.54e-02]; [-9.22e-01  7.85e-01]; [-1.54e-01  6.09e-01]; [-4.61e-01 -7.85e-01]; [-1.88e-01 -5.21e-02]; [-1.89e-01 -1.12e-02]; [-2.04e-01 -2.08e-02]; [-1.66e-01  2.96e-04]; [ 6.72e-01 -6.49e-01]; [ 5.62e-01  1.34e-01]; [-3.19e-01 -7.35e-01]; [-8.63e-01  3.79e-01]; [-2.06e-01 -4.48e-02]; [ 3.36e-01  6.32e-01]; [-1.92e-01 -5.00e-02]; [ 9.62e-01  6.83e-01]; [ 8.09e-01 -6.48e-01]; [ 8.13e-03 -4.79e-01]; [ 5.43e-01  1.74e-01]; [-1.66e-01 -5.21e-03]; [-2.06e-01 -1.57e-02]; [-1.67e-01 -5.20e-02]; [ 5.89e-01  4.50e-01]; [ 8.94e-02 -1.56e-01]; [-7.80e-01  2.15e-01]; [-1.79e-01 -2.36e-02]; [ 3.63e-01 -3.35e-01]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.41],kindex 9,PIatX [0.36],host broman-Aspire-V5-591G
20, -0.17913918034448756, 0.0005062267298686111, 0.0, [nan], 1.1524201601737665, 1.0, -0.20244816359503567, -0.000135335538797121, 0.8487904582184415,29.363508000000024, 0.00036199999999553256, 0.1080339999999751, 20:11:48  13-06-20,0.0,AQvalue [0.51],HYPstats {'mean': array([0.87  0.05  0.03])  'std': array([0.12  0.02  0.01])  'min': array([0.68  0.00  0.00])  'max': array([1.09  0.11  0.05])},HYPdraws [array([0.72  0.06  0.04])  array([0.87  0.04  0.05])  array([0.89  0.07  0.04])  array([1.01  0.11  0.03])  array([0.82  0.02   0.04 ])  array([0.76  0.06  0.02 ])  array([1.05  0.07  0.03])  array([0.94  0.04  0.04])  array([0.70  0.01  0.03])  array([0.94  0.05  0.04])  array([1.05  0.06  0.05])  array([1.09  0.08   0.04])  array([0.96  0.02  0.03])  array([0.88  0.06  0.04])  array([0.97  0.10  0.00])  array([0.70  0.00  0.04])  array([0.97  0.07  0.02])  array([0.78  0.06  0.02 ])  array([0.69  0.06  0.02])  array([0.81  0.00  0.02 ])  array([0.73  0.03  0.03])  array([0.77  0.05  0.04])  array([0.99  0.07   0.03])  array([1.00  0.05  0.04])  array([0.83  0.05   0.04])  array([0.68  0.06  0.02])  array([0.90  0.04  0.03])  array([0.77  0.08  0.03  ])],mindraws [[-1.96e-01 -2.16e-03]; [-1.80e-01  9.75e-03]; [ 6.33e-01 -3.66e-01]; [-1.89e-01  7.72e-03]; [-7.76e-01  2.96e-01]; [-1.89e-01  1.39e-02]; [-1.87e-01  3.70e-03]; [-1.86e-01  8.06e-03]; [-1.83e-01 -1.04e-02]; [-7.39e-01 -6.28e-01]; [-1.96e-01 -2.28e-03]; [-1.96e-01 -2.28e-03]; [-1.74e-01 -5.76e-03]; [-1.78e-01 -6.44e-03]; [ 6.04e-01  4.25e-01]; [ 3.06e-01  8.86e-01]; [-2.78e-01 -7.37e-01]; [ 7.22e-01  2.11e-02]; [ 7.51e-01  6.06e-01]; [ 7.14e-01  4.02e-01]; [-1.80e-01  1.32e-04]; [ 4.73e-02  9.92e-01]; [-2.20e-01 -6.32e-01]; [-1.78e-01  2.22e-04]; [-1.89e-01 -4.52e-03]; [-1.86e-01  7.08e-03]; [ 2.43e-01  7.62e-01]; [-1.81e-01  9.23e-03]; [-1.80e-01 -4.34e-03]; [ 4.38e-01 -3.62e-01]; [-3.18e-01 -7.27e-01]; [-1.85e-01 -5.54e-03]; [ 4.08e-01 -1.36e-01]; [-7.92e-01 -9.91e-01]; [ 5.28e-01 -7.02e-01]; [-1.92e-01  2.55e-03]],DIRECTmessage b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH',PESmin [-0.51],kindex 9,PIatX [0.36],host broman-Aspire-V5-591G
